ID,var_rpta_alt,Prob_uno
284874#810081#270261,1,0.6725
178382#950810#129532,0,0.3448
456385#129587#958263,0,0.365
380150#1055046#25296,1,0.5969
519767#621918#458424,1,0.546
493439#691503#388839,0,0.4475
430230#283666#799385,1,0.744
284572#564873#515469,1,0.5944
614669#431606#648451,0,0.2729
549232#471160#609182,0,0.37
214253#695299#385043,0,0.4282
552703#693655#386687,0,0.452
279569#770972#309370,0,0.3339
211209#796406#283936,0,0.273
9291#143267#944836,0,0.4593
242183#127459#960390,1,0.6464
278375#446126#634213,0,0.4258
522694#533292#547050,0,0.2293
603380#786768#293574,0,0.1469
174147#1022548#57794,1,0.734
269280#964831#115511,1,0.6353
184721#620215#460127,0,0.1293
250982#797684#282658,0,0.4096
173492#380041#699813,1,0.5659
335222#423517#656469,1,0.5809
531329#876876#203466,1,0.6667
523181#944789#135553,0,0.3141
538692#154432#933683,1,0.7845
401927#905787#174555,1,0.5441
331147#71362#1033696,0,0.4795
527879#809662#270680,1,0.5304
2147#801504#278838,1,0.5905
612185#193781#894470,0,0.4743
211269#970453#109889,0,0.1786
221971#515009#565333,0,0.4459
232222#443567#636750,0,0.135
151935#834168#246174,0,0.3551
72047#992409#87933,0,0.2803
398833#443497#636815,1,0.6505
12889#123192#964631,1,0.7199
375635#875939#204403,1,0.7182
601825#542269#538073,0,0.4046
86529#873438#206904,0,0.2365
586063#883889#196453,0,0.0399
95511#635434#444908,0,0.1565
18857#155373#932733,0,0.4645
195619#401519#678396,1,0.8543
523780#577121#503221,0,0.1366
320448#566027#514315,1,0.5384
324502#328925#751767,0,0.2365
322332#341883#738771,0,0.3336
376884#732010#348332,1,0.7419
34020#333517#747058,0,0.366
435711#17344#1012553,1,0.5846
6881#694368#385974,0,0.2531
557456#261816#821169,1,0.8869
428679#865856#214486,0,0.2365
393294#409224#670701,1,0.5704
520474#62659#1042325,0,0.086
593882#777522#302820,0,0.2407
593908#96122#991650,0,0.4576
583438#871341#209001,0,0.3932
487925#568474#511868,0,0.2676
435369#317646#765496,1,0.5271
618271#226045#856768,1,0.541
443570#68508#1036533,1,0.6225
506511#214981#867776,0,0.3388
305388#29495#728447,0,0.1903
336848#412383#667533,1,0.5761
411237#989486#90856,0,0.3474
490787#376778#703076,0,0.237
375952#753509#326833,1,0.5858
264881#501483#578859,1,0.685
523992#503718#576624,0,0.3157
244001#821148#259194,0,0.472
244974#866967#213375,0,0.0748
79229#720205#360137,1,0.7884
473326#647689#432653,1,0.8329
546949#775509#304833,0,0.3174
479545#248261#834738,0,0.4587
547661#776081#304261,0,0.3802
575266#767459#312883,0,0.4582
634135#159822#928278,1,0.608
22400#535377#544965,0,0.2438
125549#323537#759594,0,0.3233
159957#186352#901797,0,0.1491
510212#871497#208845,0,0.2079
583269#1010195#70147,0,0.4264
347130#394387#685525,0,0.2951
433613#1060329#20013,0,0.3266
590376#826533#253809,1,0.7154
428177#72096#1032963,1,0.835
275229#850892#229450,1,0.5655
73370#627148#453194,0,0.3896
191346#122219#965599,0,0.3967
20516#898375#181967,0,0.2128
46473#893923#186419,0,0.319
41656#136222#951872,1,0.789
132122#679515#400827,0,0.3864
8158#813060#267282,1,0.5939
59485#858909#221433,1,0.5146
366217#812380#267962,1,0.637
600513#221936#860856,1,0.8337
626426#1053658#26684,0,0.4603
403771#364286#715566,1,0.7576
514329#246537#836457,0,0.1649
494072#261645#821340,1,0.5396
331388#181808#906329,1,0.8502
225524#47527#1057299,1,0.7155
35411#481192#599150,1,0.5309
64471#187651#900507,0,0.4486
40580#946891#133451,0,0.2491
133178#498954#581388,0,0.402
270433#1043322#37020,1,0.6457
77544#716375#363967,0,0.1949
416980#240862#842157,0,0.3095
604883#54411#1050538,1,0.8028
573498#274428#808594,1,0.5486
526760#910600#169742,0,0.2879
91227#257567#825414,1,0.6144
603495#496916#583426,1,0.6461
487895#124917#962910,1,0.6179
277111#167939#920194,1,0.7065
163390#460982#619356,0,0.3632
166325#431875#648189,1,0.6041
144131#220072#862720,1,0.6644
100112#189005#899192,0,0.4119
28782#683975#396367,1,0.5621
121912#299684#829581,0,0.336
498975#352751#727120,0,0.3687
113885#1074829#5513,0,0.4695
618490#862059#218283,0,0.1859
195499#468874#611468,0,0.2431
243100#874885#205457,0,0.4314
67458#791107#289235,1,0.5291
257871#330260#750440,0,0.0474
118112#119035#968792,0,0.484
442217#961855#118487,1,0.6747
344827#366771#713089,0,0.387
149989#16001#1072009,0,0.4018
274774#324782#758347,1,0.6303
595372#705456#374886,1,0.6479
247503#757601#322741,0,0.3062
393097#991860#88482,0,0.4546
222757#389853#690005,1,0.7671
149275#647287#433055,1,0.6873
67623#233949#848883,0,0.3744
99955#116990#970823,0,0.1127
472643#328743#751947,1,0.5429
306675#13956#1072056,0,0.2207
585094#833553#246789,1,0.6582
106135#635906#444436,0,0.4289
615953#1077233#3109,0,0.1502
632909#213689#869070,1,0.8473
79593#855129#225213,0,0.2493
272630#562411#517931,0,0.3637
80737#893453#186889,1,0.5659
364979#997245#83097,0,0.3892
603641#783968#296374,1,0.5699
23747#519116#561226,0,0.1927
238982#389678#690174,1,0.7626
122361#224886#857927,0,0.477
182204#1049850#30492,0,0.317
535912#333310#747269,1,0.5306
450622#1061135#19207,0,0.413
580444#16670#997237,0,0.3332
521666#647197#433145,0,0.0909
575240#263355#819634,1,0.7455
286595#123967#963864,1,0.5882
203871#209502#873228,1,0.5812
334234#992918#87424,0,0.3893
312730#709369#370973,1,0.5532
84037#200505#887764,0,0.1158
146055#457262#623068,1,0.6151
152112#949682#130660,1,0.7877
110083#897334#183008,0,0.1493
117411#148836#939254,0,0.4333
19348#329419#751280,1,0.8326
138353#1030145#50197,0,0.3728
421288#845384#234958,0,0.1874
301327#731531#348811,0,0.3655
612330#658612#421730,0,0.4471
514890#771189#309153,1,0.7166
393375#396784#683120,0,0.213
231297#414826#665110,0,0.42
259648#611974#468368,0,0.3245
450544#838925#241417,1,0.7223
15682#496634#583708,1,0.5687
566442#999845#80497,0,0.3041
302441#1041486#38856,0,0.4047
469756#1036682#43660,0,0.4471
406375#971395#108947,0,0.221
574208#673203#407139,1,0.7308
621137#862296#218046,1,0.676
127360#632944#447398,1,0.7833
613631#570140#510202,0,0.3058
567167#589047#491295,0,0.1796
123519#352727#727143,1,0.8312
187862#651912#428430,0,0.3463
191909#997952#82390,1,0.6424
139544#459511#620831,0,0.2703
508413#176426#911680,1,0.7733
412736#347206#733507,0,0.4312
181829#481596#598746,1,0.7051
115159#785918#294424,1,0.7219
211454#423425#657429,0,0.4806
106278#88318#1016986,1,0.7741
571883#251972#831034,1,0.5601
529049#149161#938928,1,0.6617
316685#674352#405990,0,0.3833
444605#774621#305721,0,0.4666
560844#142851#914842,0,0.0908
140640#660307#420035,0,0.2776
340105#901087#179255,1,0.6021
336039#398786#681127,1,0.5242
315719#20629#885461,0,0.0281
334655#891637#188705,0,0.0473
559631#1020885#59457,0,0.2796
589964#596230#484112,1,0.5676
390021#1033404#46938,1,0.5762
180209#715862#364480,1,0.5178
413311#745896#334446,1,0.7466
442646#805512#274830,1,0.5189
398930#717580#362762,1,0.5874
297088#665593#414749,0,0.3628
600744#1019280#61062,0,0.2255
427965#909125#171217,0,0.3404
142912#25751#999525,1,0.7144
291028#741913#338429,1,0.5314
331751#686187#394155,0,0.3638
311261#21530#998078,0,0.1074
46597#462859#617483,0,0.1113
107414#203868#881379,1,0.5834
24981#735317#345025,1,0.7671
48586#570836#509506,0,0.1622
140640#280360#802680,0,0.3202
205391#215818#866950,0,0.3116
190938#395800#684106,1,0.6368
32300#688988#391354,0,0.4891
177940#203446#881796,1,0.72
421272#935880#144462,0,0.134
475861#324408#758720,0,0.2765
253314#1040916#39426,0,0.1819
460221#663598#416744,0,0.3027
553787#945855#134487,1,0.567
237620#781380#298962,0,0.3418
112960#190386#897850,0,0.4043
248935#777635#302707,0,0.3142
248381#166012#922105,0,0.4167
12007#389721#690133,0,0.334
511508#739674#340668,0,0.2245
520208#167713#920419,1,0.5319
279442#678399#401943,0,0.2602
592130#548182#532160,1,0.5525
621155#1076060#4282,0,0.2962
261079#599379#480963,0,0.1333
488430#993146#87196,0,0.3061
540321#573771#506571,0,0.1745
46723#841923#238419,0,0.288
114789#868452#211890,0,0.3469
36463#186402#901749,0,0.3757
277503#5499#876380,1,0.5066
78828#121259#966561,0,0.3535
393262#510001#570341,0,0.4072
298890#732461#347881,0,0.0576
520078#1034363#45979,1,0.7315
188188#979327#101015,0,0.4122
602188#496765#583577,0,0.4758
593367#104996#982778,1,0.689
211356#309962#773172,0,0.2233
211868#554029#526313,1,0.529
77501#829478#250864,0,0.2932
585568#546453#533889,1,0.585
489630#449884#630495,1,0.7428
464166#391963#687939,1,0.6097
421775#958647#121695,0,0.3308
285276#975064#105278,0,0.3875
49205#991874#88468,0,0.4764
108610#1034698#45644,1,0.5531
397581#884589#195753,0,0.2744
265293#339076#741568,0,0.4957
120311#514285#566057,0,0.2052
316681#661495#418847,0,0.3742
306243#30199#1014390,0,0.2641
476791#949422#130920,0,0.414
469386#1036352#43990,1,0.5749
590666#963758#116584,0,0.3654
151259#391557#688349,1,0.5175
83115#1019983#60359,0,0.2381
264538#152605#935493,0,0.4635
182081#930935#149407,0,0.1226
137487#1057060#23282,1,0.6814
540321#573983#506359,0,0.1501
332803#68320#1040172,0,0.0965
608297#678978#401364,1,0.5973
514752#1059315#21027,1,0.5435
174422#947848#132494,0,0.2692
311775#3020#1008329,0,0.262
580855#511525#568817,0,0.2181
309102#1040434#39908,1,0.7657
126525#144621#943480,1,0.7743
323218#33236#1071786,0,0.3815
198371#129760#958088,1,0.7298
38332#141091#947010,0,0.2213
280063#1038244#42098,1,0.7637
178969#968073#112269,0,0.1182
139046#163969#924149,0,0.3021
68968#1027777#52565,1,0.7046
90441#173858#914257,1,0.6558
534498#63132#1041853,1,0.6641
483927#336221#744365,0,0.2342
285127#3941#1073073,0,0.152
619658#426774#662464,0,0.1561
262342#831219#249123,0,0.2306
565238#500571#579771,1,0.5001
212579#214519#868239,1,0.8908
175065#515022#565320,1,0.6681
60982#653477#426865,0,0.4677
224777#1063692#16650,1,0.5978
270103#141702#946397,0,0.4337
515806#283847#799204,1,0.8173
287676#858188#222154,0,0.3864
540334#852891#227451,1,0.6082
248146#203056#882175,1,0.5221
589063#34613#1070429,0,0.3649
331985#846423#233919,1,0.6185
197419#175683#912416,0,0.2217
261936#558430#521912,0,0.1061
255304#645708#434634,0,0.171
109196#1023138#57204,0,0.436
263319#313014#770123,0,0.3417
397853#1045025#35317,1,0.6123
457040#673817#406525,0,0.1621
395258#593899#486443,1,0.7361
484081#326936#756193,1,0.7615
606800#673224#407118,1,0.5231
613806#104817#982955,1,0.6806
322133#820467#259875,1,0.5828
29106#471741#608601,1,0.5874
34746#700681#379661,0,0.3869
52033#398242#681663,1,0.7891
336327#1042020#38322,0,0.478
464558#1016563#63779,0,0.4303
334220#426052#653922,0,0.1903
377796#449865#630512,1,0.5521
352365#869673#210669,1,0.8158
425874#617501#462841,0,0.4311
451970#449350#631017,1,0.5995
607223#312681#770458,1,0.6273
296807#1031911#48431,0,0.3733
179108#233680#849152,1,0.8219
43338#1867#1079163,0,0.3322
308571#22011#999984,0,0.1694
159484#10308#1077748,1,0.8481
617190#1033909#46433,1,0.5539
54063#113034#974777,1,0.7055
516643#165480#922638,1,0.5058
175164#1034221#46121,1,0.5157
306891#483441#596901,0,0.2737
332530#178011#910105,1,0.8327
439396#856980#223362,1,0.5063
293083#326806#756323,1,0.7817
203142#494591#585751,0,0.318
347666#858772#221570,0,0.1373
109538#468351#611991,0,0.3581
197778#400613#679295,1,0.8569
46415#635824#444518,0,0.1514
122941#981275#99067,0,0.2553
165540#912352#167990,0,0.3429
110862#629380#450962,1,0.8618
57925#1011577#68765,0,0.2152
436648#335903#744684,1,0.6646
157482#628685#451657,0,0.311
317129#828584#251758,1,0.5234
489459#257625#825359,1,0.5437
558695#869298#211044,0,0.2309
453818#69348#1035706,0,0.4426
535633#1058946#21396,0,0.3251
177426#365918#713934,1,0.743
1772#176380#911725,1,0.759
192770#516666#563676,0,0.4182
224415#827696#252646,1,0.6063
255304#645728#434614,0,0.2172
287433#1238#1078863,0,0.0858
401410#833259#247083,1,0.7444
423003#308402#774719,1,0.5743
421147#242868#840144,1,0.7319
519881#692206#388136,0,0.4732
491341#752821#327521,1,0.651
353009#882226#198116,0,0.4277
486568#623156#457186,0,0.238
234667#754755#325587,0,0.2906
3957#279209#803834,0,0.4729
16998#1011924#68418,1,0.523
220041#942464#137878,0,0.4257
79038#905505#174837,0,0.4931
421879#312338#770806,1,0.5895
215129#485053#595289,1,0.5538
574047#765601#314741,0,0.4268
551065#754445#325897,0,0.4022
477911#569434#510908,0,0.165
316499#543356#536986,0,0.4986
89060#1080149#193,0,0.2254
117711#495954#584388,1,0.7519
109167#1036243#44099,0,0.3312
131384#44367#1060451,1,0.6723
242277#677019#403323,0,0.2807
278672#465866#614476,0,0.3671
348782#1031894#48448,0,0.4844
377845#828695#251647,1,0.7203
300565#585913#494429,0,0.363
438442#1055774#24568,0,0.1945
319593#745630#334712,0,0.2279
401570#785856#294486,0,0.3137
279144#8335#1079070,0,0.0859
385982#373109#706743,1,0.6395
123309#791802#288540,0,0.496
320266#442201#638107,1,0.6246
15097#693629#386713,0,0.4601
67154#214767#867988,1,0.7325
372637#969175#111167,1,0.5254
372705#969427#110915,1,0.8504
527331#247434#835568,0,0.4081
582410#162757#925354,1,0.6414
560476#483462#596880,0,0.4577
170709#843266#237076,0,0.1968
282303#827592#252750,0,0.2941
606639#345173#735508,1,0.6437
63350#406903#673020,1,0.5239
30628#787895#292447,1,0.7066
138695#39690#1065403,1,0.5496
114374#848475#231867,1,0.5665
316593#736658#343684,1,0.5795
491980#502335#578007,1,0.5377
32358#703206#377136,0,0.3912
536893#195017#893239,0,0.4185
538474#95838#991938,1,0.6352
310517#26301#749877,0,0.096
309012#498584#581758,1,0.5618
389449#848926#231416,0,0.3518
453275#223812#858989,1,0.7649
197027#672922#407420,1,0.6202
159612#933363#146979,0,0.4982
26914#774741#305601,0,0.3689
25412#943192#137150,0,0.2701
498857#411142#668782,0,0.1287
621722#561118#519224,0,0.3936
445768#637040#443302,0,0.4455
571963#869048#211294,0,0.1836
605136#1015738#64604,0,0.4108
226753#121084#966738,1,0.8455
101889#867665#212677,0,0.1859
4679#543897#536445,0,0.1931
203953#667299#413043,0,0.3448
527744#743070#337272,1,0.5018
577294#648603#431739,0,0.4023
317576#867448#212894,0,0.2059
486712#457930#622408,0,0.3309
496762#289783#793278,1,0.6218
554347#286368#796692,1,0.5036
452496#788823#291519,0,0.4624
406553#39154#1065944,0,0.2445
237291#34830#1070216,0,0.4442
584071#858785#221557,0,0.3144
557101#810705#269637,1,0.737
346088#891766#188576,1,0.5659
362555#95907#991866,1,0.8726
129385#459537#620804,0,0.2845
86455#949982#130360,0,0.3594
300806#1061168#19174,1,0.7539
277897#234528#848331,0,0.3998
314662#679177#401165,0,0.247
563692#1031448#48894,0,0.2625
304803#569225#511117,0,0.3661
536233#382786#697064,1,0.699
314573#20714#1001385,0,0.029
583400#918412#161930,0,0.3954
200621#545576#534766,0,0.1529
180714#49160#1055485,0,0.1033
238656#629906#450436,0,0.3026
68064#697689#382653,0,0.4063
112940#774061#306281,0,0.2427
389394#808488#271854,1,0.7352
442111#799654#280688,1,0.5602
502021#875721#204621,1,0.5146
447943#953482#126860,1,0.5908
354011#229633#853197,1,0.5062
373715#761284#319058,1,0.5405
312639#27297#996801,0,0.1466
80329#1071425#8917,1,0.6179
198741#603173#477169,0,0.1467
452143#67898#1037141,0,0.275
520491#615969#464373,0,0.4975
335348#263886#819103,1,0.8029
578229#483157#597185,0,0.389
411145#73215#1031838,1,0.5892
514876#253569#829432,1,0.8073
552495#478234#602108,0,0.1211
593452#52270#1052678,0,0.4435
172972#118912#968917,1,0.6511
110037#339141#741503,1,0.557
78560#1072584#7758,1,0.5521
118104#674448#405894,0,0.349
198590#875713#204629,0,0.432
519015#52709#1052243,1,0.5326
505167#626288#454054,0,0.282
430930#873769#206573,0,0.3444
519169#546543#533799,0,0.1292
583666#5171#1010390,0,0.4524
244327#557832#522510,0,0.3148
130399#234087#848753,0,0.2288
282176#779095#301247,0,0.4803
40891#816877#263465,1,0.6685
267435#571494#508848,0,0.3858
175733#40180#1064917,1,0.5198
235605#683200#397142,0,0.3902
269078#472727#607615,0,0.0544
37824#15145#1005797,1,0.6875
243563#153365#934742,0,0.4538
603574#1019838#60504,1,0.7768
306891#483425#596917,0,0.1536
630246#130851#956999,1,0.9125
396745#24406#1079868,0,0.4353
439607#199780#888489,0,0.3854
164283#774623#305719,0,0.4321
104851#632842#447500,0,0.3759
76831#830749#249593,0,0.3176
175819#718025#362317,1,0.7581
449333#719294#361048,0,0.3383
72300#606337#474005,0,0.2149
552024#1074887#5455,1,0.6397
583102#114201#973618,1,0.6666
111519#593464#486878,0,0.1144
479204#618877#461465,1,0.6179
238889#542309#538033,0,0.127
440872#57630#1047335,1,0.5565
525438#149142#938949,0,0.0975
326149#264638#818353,1,0.7487
488396#993572#86770,0,0.4303
603342#381843#698008,1,0.7505
511703#536472#543870,0,0.353
305012#334569#746020,1,0.7734
622026#57111#1047845,1,0.9002
391983#719691#360651,0,0.154
31788#947607#132735,0,0.4839
243436#742781#337561,0,0.2086
74896#785056#295286,0,0.4786
83829#130265#957579,1,0.5064
35710#646842#433500,0,0.1946
487925#568496#511846,0,0.1411
487400#243543#839461,1,0.6073
279253#544689#535653,0,0.141
630687#38532#1066555,1,0.7469
102192#213927#868834,1,0.7502
493888#1049965#30377,0,0.3866
35237#251463#831536,0,0.3967
104795#4591#1079247,0,0.39
93892#792595#287747,1,0.5739
226817#34511#1070528,1,0.7614
188079#495102#585240,0,0.4885
399284#712270#368072,1,0.568
61352#90583#1014753,0,0.2456
243371#835191#245151,0,0.268
365184#715236#365106,0,0.4129
424747#365307#714551,0,0.3306
421926#145480#942614,1,0.728
176201#293145#789932,1,0.5944
72409#790349#289993,0,0.1432
202279#982598#97744,1,0.5156
253867#233223#849605,0,0.3733
246381#112956#974855,0,0.142
497578#510605#569737,0,0.2909
538050#570840#509502,0,0.2392
438443#62830#1042157,0,0.4274
478780#925669#154673,0,0.35
599777#751298#329044,1,0.7857
110843#830509#249833,1,0.5277
217727#800351#279991,1,0.6375
218885#846333#234009,0,0.3229
630733#161207#926901,0,0.3693
337332#251842#831164,1,0.6061
138292#823501#256841,0,0.1685
369833#36141#1068910,1,0.7294
563040#324800#758330,1,0.5882
522193#698951#381391,0,0.4298
85222#890741#189601,0,0.4222
126865#129068#958782,0,0.1825
107856#1079706#636,0,0.3694
75782#705367#374975,0,0.3004
130335#186035#902117,1,0.7112
568577#222944#859855,1,0.7821
382713#957776#122566,1,0.5749
408920#813863#266479,0,0.4288
527052#82745#1022506,0,0.3117
586689#648228#432114,1,0.5288
548624#775497#304845,0,0.2951
574983#584694#495648,0,0.3088
612574#1909#1008216,0,0.4007
564048#427679#652306,1,0.6081
198239#23230#1074061,0,0.192
462122#900194#180148,0,0.2496
506470#99721#988062,1,0.6511
82493#346557#734149,0,0.2986
15199#17808#1071988,0,0.3817
90229#145351#942749,1,0.6487
99586#489851#590491,0,0.3399
292493#107371#980422,0,0.3329
418130#609233#471109,0,0.3468
304365#799538#280804,1,0.7632
501335#957961#122381,1,0.6272
433335#196709#891551,0,0.1617
497150#874473#205869,0,0.3763
389543#123119#964704,1,0.872
273369#1040770#39572,1,0.5235
504946#563622#516720,1,0.5672
414042#962864#117478,0,0.4666
318744#161123#926984,0,0.281
188193#823878#256464,0,0.4333
633305#314914#768224,1,0.5624
117534#418517#661478,0,0.175
456352#709702#370640,1,0.9465
611248#2895#1000317,1,0.8481
50699#1030415#49927,0,0.0336
259775#117943#969887,1,0.724
96646#220852#861940,0,0.4497
14896#1002741#77601,1,0.5982
63938#738666#341676,0,0.2482
373049#248409#834588,1,0.9226
249236#394171#685738,0,0.4538
201614#390945#688962,0,0.406
192772#987562#92780,1,0.6004
310185#735769#344573,1,0.6459
310169#626778#453564,0,0.2872
197711#405274#674649,0,0.3591
326054#845543#234799,1,0.755
414807#978870#101472,0,0.1375
596317#605900#474442,0,0.1686
80619#168281#919853,0,0.2817
141171#821360#258982,1,0.5277
166409#915211#165131,0,0.1396
366385#954672#125670,1,0.8032
312465#786763#293579,0,0.3195
394214#1076926#3416,0,0.129
521791#214413#868346,0,0.4749
507478#763126#317216,1,0.5314
166926#207044#875625,0,0.2072
358888#39364#1065729,1,0.6476
